idx	index	artists	name	danceability
14965	14965	['Rob Zombie', 'Howard Stern']	The Great American Nightmare	0.527
8264	8264	['Los Retros']	Someone To Spend Time With	0.817
38440	38440	['Eminem']	Elevator	0.796
24787	24787	['Anne-Marie']	2002	0.697
29571	29571	['Alex Ubago']	Aunque no te pueda ver	0.594
36686	36686	['Florence + The Machine', 'Calvin Harris']	Spectrum (Say My Name) - Calvin Harris Remix	0.578
15905	15905	['Hu Xia']	那些年 - 那些年	0.544
12927	12927	['The White Stripes']	You've Got Her In Your Pocket	0.494
6892	6892	['Home Made Kazoku']	Thank You!!	0.732
38287	38287	['Lady Gaga']	Boys Boys Boys	0.725
6404	6404	['La Sonora Matancera']	Mala jujer	0.531
10346	10346	['Steve Lacy']	N Side	0.838
26962	26962	['Andy Grammer']	Don't Give Up On Me - (From "Five Feet Apart")	0.641
18457	18457	['Lil Jon', 'Offset', '2 Chainz']	Alive (with Offset & 2 Chainz)	0.811
36017	36017	['Queens of the Stone Age']	In My Head	0.474
32621	32621	['Mac Miller']	Avian	0.548
29411	29411	['Maná']	Ángel De Amor	0.649
33909	33909	['City and Colour']	Comin' Home	0.654
16844	16844	['Lit']	Over My Head	0.454
24999	24999	['Bad Bunny', 'Don Omar']	PA' ROMPERLA	0.772
13263	13263	['Leona Lewis']	A Moment Like This	0.265
8581	8581	['Los Tigres Del Norte']	Ramiro Sierra	0.555
33442	33442	['Hooverphonic']	Mad About You	0.465
13243	13243	['Defiance, Ohio']	Condition 11:11	0.473
30306	30306	['John Maus']	Hey Moon	0.573
11043	11043	['Porcupine Tree']	Lazarus	0.354
343	343	['Klaus Badelt']	Barbossa Is Hungry	0.259
28840	28840	['Thunderstorm Sound Bank']	Thunderstorm By The Waterfall	0.184
12256	12256	['Lecrae', 'Tori Kelly']	I'll Find You (feat. Tori Kelly)	0.745
26603	26603	['Action Bronson', 'Chance the Rapper']	Baby Blue (feat. Chance the Rapper)	0.828
2399	2399	['John Cage', 'Alexei Lubimov']	In a Landscape	0.202
15328	15328	['Kamikazee']	Narda	0.604
24502	24502	['Lin-Manuel Miranda', 'Anthony Ramos', 'Davee...	My Shot	0.829
30725	30725	['Mumford & Sons']	Believe	0.359
1622	1622	['ScHoolboy Q', 'E-40']	Dope Dealer	0.786
39165	39165	['Katy Perry', 'Nicki Minaj']	Swish Swish	0.839
10063	10063	['Sam Tinnesz']	Ready Set Let's Go	0.445
30996	30996	['El de La Guitarra']	A Lo Lejos Me Veran	0.694
9348	9348	['La Arrolladora Banda El Limón De Rene Camacho']	¿Qué Me Vas a Dar?	0.692
31400	31400	['Marco Antonio Solís']	Donde Estara Mi Primavera	0.286
28020	28020	['Kid Cudi', 'MGMT', 'Ratatat']	Pursuit Of Happiness (Nightmare)	0.630
12406	12406	['S.A. Karl']	Wren	0.127
36858	36858	['Logic']	Buried Alive	0.755
8016	8016	['Alice Merton']	No Roots	0.863
33858	33858	['The Decemberists']	The Mariner's Revenge Song	0.391
15453	15453	['Kirk Franklin']	Jesus	0.647
23998	23998	['Kanye West']	Dark Fantasy	0.590
4103	4103	['Mac Miller']	Surf	0.828
15949	15949	['Brandon Mychal Smith', 'Tyler James Williams']	Moment Of Truth	0.706
21563	21563	['Alicia Keys']	No One	0.644
12271	12271	['Martin Garrix', 'David Guetta', 'Jamie Scott...	So Far Away (feat. Jamie Scott & Romy Dya)	0.526
16183	16183	['PSY', 'CL']	DADDY	0.762
9949	9949	['Mac Miller']	In the Bag	0.717
22041	22041	['Drake', 'Nicki Minaj']	Make Me Proud	0.684
35778	35778	['G-Unit']	I Smell Pussy	0.811
23057	23057	['American Hi-Fi']	Flavor Of The Weak	0.390
38199	38199	['Wisin & Yandel']	Porque Me Tratas Así?	0.787
9744	9744	['Gregory Alan Isakov']	Time Will Tell	0.378
29949	29949	['Kings of Leon']	On Call	0.307
14284	14284	['Ozuna']	Noches de Aventura	0.763
33690	33690	['Franz Liszt', 'YUNDI']	Grandes études de Paganini, S141: No.3 In G Sh...	0.296
2614	2614	['Otis Rush']	Working Man	0.633
31685	31685	['JJ Grey & Mofro', 'J.J. Grey']	Lochloosa	0.625
788	788	['Jarabe De Palo']	Me gusta como eres	0.571
7431	7431	['Tycho']	Daydream	0.644
40863	40863	['Samantha Barks']	On My Own	0.338
39365	39365	['Fizzonaut']	Tepid Rainscape	0.000
38751	38751	['Tame Impala']	Be Above It	0.746
8836	8836	['Jeremy Camp']	My Desire	0.454
18711	18711	['DaniLeigh', 'Fivio Foreign']	Dominican Mami (feat. Fivio Foreign)	0.832
31224	31224	['MASN', 'Trippie Redd']	Psycho! (Remix) (feat. Trippie Redd)	0.871
36999	36999	['Lost Kings', 'Emily Warren']	Phone Down (feat. Emily Warren)	0.597
2393	2393	['Grupo Laberinto']	Buena Amiga	0.807
26419	26419	['Anarbor']	18	0.724
11349	11349	['Demi Lovato', 'Jonas Brothers']	On the Line - Featuring Jonas Brothers	0.570
2152	2152	['Omara Portuondo']	La sitiera	0.618
7603	7603	['Fall Out Boy']	Death Valley	0.571
18146	18146	['Yung Lean']	Yoshi City	0.546
37546	37546	['Kirk Whalum']	Now 'Til Forever	0.541
459	459	['LL Cool J', '7 Aurelius']	Hush	0.768
16187	16187	['MED', 'Blu', 'Madlib', 'MF DOOM']	Knock Knock	0.469
4739	4739	['The Bees']	I Love You	0.462
37702	37702	['Sugarcult']	Memory - Acoustic Version	0.672
5224	5224	['Big Time Rush']	Famous	0.626
18750	18750	['Peter Ehrlichmann']	Eeny Meeny Miny Moe	0.492
6646	6646	['Belle & Sebastian']	If She Wants Me	0.645
14107	14107	['CHVRCHES']	Leave a Trace	0.417
30158	30158	['J. Dash']	Wop (Official Version)	0.836
41431	41431	['Young Thug', 'Elton John']	High (feat. Elton John)	0.759
16776	16776	['Aerosmith']	Beyond Beautiful	0.363
18182	18182	['The Treblemakers']	Trebles Finals: Bright Lights Bigger City/Magic	0.577
11781	11781	['Mumford & Sons']	Not with Haste	0.373
19652	19652	['Menahan Street Band']	The Traitor	0.628
30754	30754	['One Direction']	Wolves	0.627
33277	33277	['Tory Lanez', 'Mansa']	10 F*CKS (with Mansa)	0.709
5937	5937	['Dan Auerbach']	Never in My Wildest Dreams	0.559
15721	15721	['Tame Impala']	Solitude Is Bliss	0.588
20869	20869	['Paul Anka']	Put Your Head On My Shoulder	0.547
15295	15295	['The Strokes']	Evening Sun	0.631
30925	30925	['Ruth B.']	If By Chance	0.405
4804	4804	['Angels & Airwaves']	Do It For Me Now	0.530
16491	16491	['Lauv']	The Other	0.380
28594	28594	['Jon Langston']	Forever Girl	0.581
29202	29202	['El Halcon De La Sierra']	Me Gusta Tener De A Dos	0.729
8472	8472	['Sammie']	Crazy Things I Do	0.721
37580	37580	['John Williams']	Diagon Alley and the Gringotts Vault	0.285
19866	19866	['Max Minelli']	In Da Building (feat. Max Minelli)	0.773
12892	12892	['Three Days Grace']	Wake Up	0.502
15474	15474	['Cute Is What We Aim For']	Practice Makes Perfect	0.413
19782	19782	['Bassnectar', 'Mighty High Coup']	The 808 Track (feat. Mighty High Coup)	0.568
6406	6406	['Guttermouth']	Can I Borrow Some Ambition?	0.505
5138	5138	['JAY-Z', 'Jeezy']	Real As It Gets	0.531
20346	20346	['SG Lewis']	Warm	0.429
1512	1512	['The Neighbourhood']	Prey	0.517
28462	28462	['Wiz Khalifa']	Ass Drop	0.816
38687	38687	['Stick Figure']	Just Another Dream	0.905
31828	31828	['The Human League']	Human - Remastered	0.641
25847	25847	['Lifehouse']	Whatever It Takes	0.439
22360	22360	['BØRNS']	Electric Love	0.611
7145	7145	['Afroman']	Colt 40ty Fiva	0.666
25890	25890	['Jesse McCartney', 'Ludacris']	How Do You Sleep? - Radio Edit Remix	0.747
882	882	['My Morning Jacket']	I'm Amazed	0.464
37512	37512	['Enigma']	Gravity Of Love	0.572
31065	31065	['MEDUZA', 'Goodboys']	Piece Of Your Heart	0.677
15285	15285	['+44']	Make You Smile	0.503
26842	26842	['Dennis Lloyd']	Nevermind	0.600
12842	12842	['Sum 41']	My Direction	0.444
13693	13693	['Los Originales De San Juan']	Flor Hermosa (Eres Flor, Eres Hermosa)	0.452
1881	1881	['No Rome', 'The 1975']	Narcissist (feat. The 1975)	0.543
31719	31719	['Keith Urban']	Better Life	0.618
24535	24535	['Tyler, The Creator', 'Charlie Wilson', 'Chaz...	FUCKING YOUNG / PERFECT (feat. Charlie Wilson,...	0.233
16307	16307	['Elephante', 'Brandyn Burnette']	Plans	0.594
17573	17573	['Alice In Chains']	Black Gives Way To Blue	0.205
7618	7618	['Fito Olivares y Su Grupo']	El Colesterol	0.719
11066	11066	['The Elegants']	Little Star	0.408
37436	37436	['Dua Lipa']	Good In Bed	0.727
3357	3357	['Kenny Chesney']	El Cerrito Place	0.596
33573	33573	['Catherine Zeta-Jones', 'Renée Zellweger', 'T...	Overture/And All That Jazz	0.579
31225	31225	['Dua Lipa']	Cool	0.469
24665	24665	['NAV']	Myself	0.749
18038	18038	['Gesaffelstein']	Pursuit	0.682
1969	1969	['Young Thug']	Millions	0.942
40987	40987	['Max Richter', 'Daniel Hope', 'Konzerthaus Ka...	Recomposed By Max Richter: Vivaldi, The Four S...	0.701
12417	12417	['Lil Tjay']	Goat	0.835
15072	15072	['Petey Pablo', 'Rasheeda']	Vibrate	0.783
3381	3381	['alt-J']	Interlude 2	0.484
35117	35117	['Daniel Caesar']	Blessed	0.448
5867	5867	['Charles Bradley', 'The Budos Band']	Changes	0.373
18054	18054	['Janelle Monáe', 'Roman GianArthur', 'Solange']	Electric Lady (feat. Solange)	0.621
24417	24417	['Bush']	Machinehead	0.143
30043	30043	['Maná']	Si No Te Hubieras Ido	0.652
18225	18225	['Audien', 'Lady A']	Something Better	0.549
20335	20335	['Banda Los Recoditos']	Pistearé	0.838
12841	12841	['Johnny Cash']	I'm So Lonesome I Could Cry	0.547
3874	3874	['Electric Guest']	Oh Devil	0.903
3073	3073	['Miley Cyrus']	Dream	0.684
8045	8045	['YoungBoy Never Broke Again']	Untouchable	0.768
8410	8410	['Atlantic Starr']	Secret Lovers - Single Version	0.573
23414	23414	['Kelly Clarkson']	Behind These Hazel Eyes	0.548
20102	20102	['William Onyeabor']	Atomic Bomb	0.760
37087	37087	['Martin Garrix', 'Troye Sivan']	There for You	0.611
7069	7069	['Stereoside']	On Our Way	0.555
19402	19402	['Jack Johnson']	Wrong Turn	0.671
32206	32206	['Washed Out']	New Theory	0.549
23524	23524	['Los Tigres Del Norte']	Jefe De Jefes	0.762
9381	9381	['MxPx']	(I'm Gonna Be) 500 Miles	0.392
16423	16423	['M.A.G.S.']	Drugs	0.577
19517	19517	['Joe Cocker']	Come Together - From "Across The Universe" Sou...	0.687
22838	22838	['iann dior']	emotions	0.630
33641	33641	['Elvis Presley']	Are You Lonesome Tonight? - Remastered	0.421
6123	6123	['Roddy Ricch']	Roll Dice	0.876
39803	39803	['Weezer']	Dope Nose	0.416
35268	35268	['LiSA']	Gurenge	0.545
16387	16387	['Sam Smith', 'Yebba']	No Peace	0.660
11915	11915	['Mitski']	Last Words of a Shooting Star	0.393
14163	14163	['The Lumineers']	Gale Song	0.357
28365	28365	['Empire of the Sun']	Alive	0.524
11433	11433	['Nesian N.I.N.E.']	Be Your Man	0.789
35932	35932	['Blockhead']	Insomniac Olympics	0.588
35786	35786	['The Countdown Kids']	The Ants Go Marching	0.911
5860	5860	['Aaron Lewis']	That Ain’t Country	0.728
33421	33421	['Polo Montañez']	Un Montón De Estrellas	0.469
7808	7808	['Coldplay']	A Head Full of Dreams	0.450
15064	15064	['Deborah Cox', 'R.L.']	We Can't Be Friends (with R.L.)	0.556
9536	9536	['Alton Ellis']	I'm Still In Love	0.835
1981	1981	['Offset']	Red Room	0.936
35518	35518	['Mägo de Oz']	Haste Que El Cuerpo Aguante	0.564
29230	29230	['Los Tucanes De Tijuana']	Me Gusta Vivir De Noche	0.898
9754	9754	['Tochi Raina', 'Rekha Bhardwaj']	Kabira	0.590
19760	19760	['Calibre 50']	Culiacán Vs. Mazatlán	0.722
41021	41021	['Landon Austin']	Armor	0.528
3109	3109	['Brad Paisley']	The World	0.446
14505	14505	['Chris Janson']	Good Vibes	0.582
39595	39595	['Manu Dibango']	Soul Makossa	0.831
40489	40489	['Brooks & Dunn']	She Used to Be Mine	0.491
15369	15369	['Zac Efron']	It Takes Two	0.331
29498	29498	['John Mayer']	Come Back to Bed	0.482
4381	4381	['Aesop Rock']	9-5ers Anthem	0.673
9962	9962	['Old Dominion']	Beer Can in a Truck Bed	0.660
39944	39944	['Eagles']	Take It to the Limit - 2013 Remaster	0.435
20959	20959	['Papa Roach']	Last Resort	0.589
31191	31191	['French Montana', 'Tory Lanez']	Cold	0.881
24942	24942	['JACKBOYS', 'Pop Smoke', 'Travis Scott']	GATTI	0.594
41284	41284	['Tyler, The Creator']	November	0.547
9229	9229	['Zac Brown Band']	Mary	0.637
32575	32575	['One Direction']	Something Great	0.547
38047	38047	['Sufjan Stevens']	John Wayne Gacy, Jr.	0.463
21925	21925	['Mandy Moore']	When Will My Life Begin? - From "Tangled" / So...	0.673
10173	10173	["Olivia O'Brien"]	Empty	0.785
20197	20197	['Mandingo', 'José Guadalupe Esparza']	Vamos A Amarla Los Dos	0.827
30549	30549	['One Direction']	Little Black Dress	0.630
14194	14194	['Yella Beezy']	Going Through Some Thangs	0.747
35652	35652	['Laura Pausini']	La soledad - Versión 2001	0.593
464	464	['Bobby Bare']	Marie Laveau	0.599
13552	13552	['Igor Stravinsky', "Orchestre de l'Opéra Bast...	The Firebird (L'oiseau De Feu) - Suite (1919):...	0.123
41355	41355	['BROCKHAMPTON']	BOOGIE	0.604
4065	4065	['Richard Ramsey']	Slumber	0.560
23586	23586	['Camila']	Todo Cambió	0.452
15725	15725	['Papa Roach']	No Matter What	0.488
14825	14825	['Yolanda Adams']	Never Give Up	0.626
7008	7008	['Aventura']	Alexandra / No Lo Perdona Dios / Amor Bonito /...	0.497
40584	40584	['Daft Punk']	End of Line	0.354
33465	33465	['JAY-Z']	Takeover	0.731
25862	25862	['Angel Y Khriz', 'Gocho "El Lápiz De Platino"...	Na De Na	0.878
2763	2763	['Cute Is What We Aim For']	There's a Class for This	0.481
22252	22252	['J. Cole', 'Amber Coffman', 'Cults']	She Knows (feat. Amber Coffman & Cults)	0.766
6044	6044	['DaBaby']	Today - Intro	0.915
36752	36752	['Ben Fankhauser', 'Kara Lindsay', 'Lewis Gros...	King Of New York	0.748
2810	2810	['Rebelution']	Other Side	0.709
41478	41478	['SG Lewis', 'Clairo']	Throwaway (with Clairo)	0.789
31134	31134	['Tyla Yaweh']	High Right Now	0.703
12294	12294	['Michael Penny']	Ida's Summer Song	0.639
2092	2092	['DaBaby']	SHUT UP	0.871
40347	40347	['Richie Spice']	Youth Dem Cold	0.624
9372	9372	['Five Finger Death Punch']	Burn It Down	0.561
30214	30214	['Eminem']	Going Through Changes	0.693
13164	13164	['Tye Tribbett']	Victory - Live	0.473
35285	35285	['Kodak Black']	Pimpin Ain't Eazy	0.644
1684	1684	['Mac Miller', 'Wiz Khalifa']	Keep Floatin'	0.697
5396	5396	['EGOIST']	Departures - Anata Ni Okuru Ai No Uta	0.473
14086	14086	['TheFatRat']	Time Lapse	0.640
11113	11113	['Chris Young']	Center Of My World	0.668
22659	22659	['Juice WRLD']	All Girls Are The Same	0.671
4236	4236	['Nickel Creek']	Pastures New	0.377
7954	7954	['Ingrid Michaelson', 'AJR']	The Lotto	0.687
22315	22315	['Young Money', 'Drake']	Trophies	0.746
12314	12314	['The 1975']	I Always Wanna Die (Sometimes)	0.376
17747	17747	['Bullet For My Valentine']	A Place Where You Belong	0.312
39536	39536	['Tim McGraw']	I Called Mama	0.501
14015	14015	['Phil Collins']	In the Air Tonight	0.419
5645	5645	['Silversun Pickups']	Lazy Eye	0.633
32838	32838	['Tiësto', 'The Chainsmokers']	Split (Only U)	0.634
20454	20454	['NF']	Statement	0.605
17419	17419	['Toño Y Freddy']	Brebaje	0.735
33000	33000	['Deorro', 'Chris Brown']	Five More Hours - Deorro x Chris Brown	0.699
32679	32679	['Buddy Brown']	If This Country Still Had Balls	0.523
21761	21761	['Iyaz']	Replay	0.706
35045	35045	['Drake', 'PARTYNEXTDOOR']	With You	0.878
21951	21951	['Brantley Gilbert']	Kick It In The Sticks	0.493
13582	13582	['Minus the Bear']	Into the Mirror	0.603
38094	38094	['Jamey Johnson']	The Dollar	0.665
35070	35070	['Young M.A']	OOOUUU	0.635
11533	11533	['The Glitch Mob']	Drive It Like You Stole It	0.608
3684	3684	['JT Music']	Five More Nights	0.688
27903	27903	['The Raconteurs']	Salute Your Solution	0.266
7912	7912	['Mac Miller', 'Bilal']	Congratulations (feat. Bilal)	0.465
6723	6723	['George Strait']	Go On - Edit	0.705
40210	40210	['Paula DeAnda']	When It Was Me	0.435
18153	18153	['Skrillex']	Ragga Bomb	0.595
16004	16004	['Dan + Shay']	19 You + Me	0.493
9439	9439	['Betty Everett']	It's In The Kiss (The Shoop Shoop Song)	0.604
2339	2339	['Los Invasores De Nuevo León']	Mi Casa Nueva	0.846
21651	21651	['The Fratellis']	Chelsea Dagger	0.512
9307	9307	['Kany Garcia']	Para Volver a Amar	0.505
23141	23141	['Jon B.']	Calling On You	0.681
22992	22992	['Modest Mouse']	Gravity Rides Everything	0.395
25499	25499	['Kevin Lyttle']	Turn Me On	0.677
4521	4521	['The Ben Taylor Band']	Time Of The Season	0.644
17471	17471	['Eden James']	We're Meant to Rock 'N' Roll - Radio Edit	0.365
30308	30308	['Foster The People']	Waste	0.681
21413	21413	['The Game', '50 Cent']	Hate It Or Love It	0.802
2904	2904	['The Ting Tings']	Shut Up and Let Me Go	0.852
27068	27068	['Kenny Chesney']	How Forever Feels	0.727
22403	22403	['G-Eazy', 'Bebe Rexha']	Me, Myself & I	0.757
37300	37300	['Nicky Jam', 'J Balvin']	X	0.594
26123	26123	['Linkin Park']	Waiting for the End	0.487
16238	16238	['Fall Out Boy']	Favorite Record	0.660
25724	25724	['Huey Lewis & The News']	Back In Time	0.758
20752	20752	['Midland']	Mr. Lonely	0.589
22325	22325	['Iggy Azalea', 'Charli XCX']	Fancy	0.912
19168	19168	['Avril Lavigne']	Forgotten	0.567
13605	13605	['Pharrell Williams']	Fun, Fun, Fun	0.793
4225	4225	['Ronan Keating']	Life Is A Rollercoaster	0.655
27556	27556	['Voxtrot']	The Start Of Something	0.632
12273	12273	['Shallou', 'Wales']	Begin (feat. Wales)	0.601
22048	22048	['Jennifer Lopez', 'Pitbull']	On The Floor - Radio Edit	0.758
16061	16061	['Casting Crowns']	Broken Together	0.342
3823	3823	['Lil Pump']	Boss	0.803
29019	29019	['Ashnikko', 'Yung Baby Tate']	STUPID (feat. Yung Baby Tate)	0.772
28368	28368	['Woodkid']	Run Boy Run	0.506
16436	16436	['Connor Spiotto', 'Molly Pease']	The Villain I Appear to Be	0.489
32877	32877	['A Boogie Wit da Hoodie']	Fall in Love	0.842
2699	2699	['Raulin Rodriguez']	Mujer Infiel	0.825
21589	21589	['All Time Low']	Dear Maria, Count Me In	0.459
38330	38330	['Ashanti']	The Way That I Love You	0.556
18543	18543	['Jon Bellion']	Conversations with my Wife	0.496
14512	14512	['The Lay-Backs']	Laborers Lake	0.130
10603	10603	['Los inquietos del vallenato']	Regalame una Noche	0.780
13780	13780	['Joey Bada$$']	Pennyroyal	0.748
13508	13508	['Madonna']	Like a Virgin	0.775
20942	20942	['Nelly']	E.I.	0.834
6801	6801	['Mr. Capone-E', 'MC Magic']	My Angel	0.832
41240	41240	['Wintertime']	All The Time 2	0.879
40330	40330	['Bomb the Music Industry!']	I Don't Love You Anymore	0.384
21698	21698	['Jeezy', 'Kanye West']	Put On	0.654
23090	23090	['South Park Mexican']	Mexican Radio	0.749
13279	13279	['Rascal Flatts']	Every Day	0.296
16194	16194	['Tim McGraw']	Top Of The World	0.675
23784	23784	['Carolina Liar']	Show Me What I'm Looking For	0.449
30734	30734	['Original Broadway Cast of Hamilton']	Who Lives, Who Dies, Who Tells Your Story	0.354
6882	6882	['Eminem']	Kill You	0.829
32250	32250	['Mumford & Sons']	Sigh No More	0.485
11339	11339	['Santigold']	Creator (vs. Switch and FreQ Nasty)	0.407
30574	30574	['Hans Zimmer']	Cornfield Chase	0.168
22295	22295	['Bryce Vine']	Sour Patch Kids	0.523
32686	32686	['Hillsong Worship']	This I Believe (The Creed) - Live	0.428
33606	33606	['Bob Marley & The Wailers']	Punky Reggae Party	0.812
20349	20349	['Russ']	Someone to Drink With	0.711
11330	11330	['Forever The Sickest Kids']	Hey Brittany	0.608
18689	18689	['Jax Jones', 'RAYE']	You Don't Know Me - Radio Edit	0.881
26293	26293	['Bruno Mars']	Gorilla	0.717
10412	10412	['Comethazine']	Permanent	0.885
10098	10098	['Rex Orange County']	Belly (The Grass Stains)	0.281
21994	21994	['Aaron Lewis']	Country Boy (feat. George Jones & Charlie Dani...	0.595
6623	6623	['Nickelback']	Because of You	0.613
18542	18542	['Future', 'Nicki Minaj']	Transformer (feat. Nicki Minaj)	0.753
23045	23045	['Green Day']	Minority	0.551
15416	15416	['Los Huracanes del Norte']	Vole Muy Alto	0.515
23427	23427	['Madvillain']	Accordion	0.578
40565	40565	['Grupo Bryndis', 'Los Acosta']	Cuando Vuelvas Tú	0.662
17741	17741	['Stromae', 'Kanye West']	Alors On Danse	0.744
3164	3164	['Yeasayer']	O.N.E.	0.611
13027	13027	['Joe Purdy']	Wash Away (reprise)	0.512
1758	1758	['BONES']	CtrlAltDelete	0.690
6526	6526	['Govi']	Bumblebeat	0.700
17375	17375	['Chevelle']	Straight Jacket Fashion	0.498
11706	11706	['Get Scared']	Keep Myself Alive	0.572
6561	6561	['El Coyote Y Su Banda Tierra Santa']	Atrapado	0.746
8763	8763	['Limp Bizkit']	Lonely World	0.631
3041	3041	['Alicia Keys']	Doesn't Mean Anything	0.712
3177	3177	['Cody Jinks']	Less Wise	0.559
19421	19421	['Camila']	Perderte de Nuevo	0.498
4261	4261	['Ariel Rivera']	Getting To Know Each Other	0.700
16730	16730	['Sade']	Lovers Rock	0.746
13175	13175	['Elizabeth Mitchell']	Little Bird, Little Bird	0.487
40787	40787	['The Weeknd']	Life Of The Party	0.554
26614	26614	['Disturbed']	The Sound of Silence	0.322
37122	37122	['Billie Eilish', 'Marian Hill']	Bellyache - Marian Hill Remix	0.832
11174	11174	['Tech N9ne']	Come Gangsta	0.703
19582	19582	['Akon']	Freedom	0.432
2912	2912	['Cumbre Norteña']	Como Estas Tú	0.773
31881	31881	['P.O.D.']	Alive - 2006 Remaster	0.409
12688	12688	['Ice Cube']	It Was A Good Day	0.816
28346	28346	['One Direction']	Moments	0.474
3497	3497	['I See Stars']	Murder Mitten	0.399
32517	32517	['Taylor Swift', 'Gary Lightbody']	The Last Time	0.505
39831	39831	['Jeremy Camp']	Right Here	0.483
4538	4538	['Vilma Palma e Vampiros']	Bye bye	0.634
34785	34785	['Pia Mia']	Hold On, We're Going Home	0.458
7090	7090	['Calle 13']	Un Beso de Desayuno	0.571
31053	31053	['Calvin Harris', 'Sam Smith', 'Jessie Reyez']	Promises (with Sam Smith)	0.781
12559	12559	['Gilberto Santa Rosa']	Perdóname	0.632
6139	6139	['Tm88', 'Lil Uzi Vert']	Slayerr	0.709
19566	19566	['Shaggy', 'Rayvon']	In The Summertime	0.721
29526	29526	['Stephen Schwartz', 'Kristin Chenoweth', 'Idi...	For Good - From "Wicked" Original Broadway Cas...	0.261
30110	30110	['Nicholas Hooper']	Dumbledore's Farewell	0.237
22037	22037	['The Head and the Heart']	Lost in My Mind	0.375
30792	30792	['Solange']	Cranes in the Sky	0.719
19102	19102	['Mitch Hedberg']	Teeth	0.473
11398	11398	['Chris Tomlin']	God Of This City	0.487
32107	32107	['Matt Maher']	Your Grace Is Enough	0.578
4611	4611	['Jennifer Peña']	Hasta El Fin Del Mundo	0.594
20063	20063	['Royal Tailor']	Got That Fire	0.533
162	162	['Bob Marley & The Wailers']	Don't Rock My Boat	0.757
14533	14533	['BTS']	Lights	0.625
2853	2853	['The National']	Gospel	0.574
26316	26316	['Taylor Swift']	Red	0.602
21213	21213	['Ashanti']	Rock Wit U (Awww Baby)	0.710
27425	27425	['Blue October']	Calling You	0.547
29977	29977	['Kanye West', 'Lil Wayne']	See You In My Nightmares	0.676
21897	21897	['Kesha']	We R Who We R	0.736
27475	27475	['My Chemical Romance']	I Never Told You What I Do for a Living	0.253
28319	28319	['Katy Perry']	E.T.	0.603
41314	41314	['Enrique Iglesias', 'Descemer Bueno', 'Zion &...	SUBEME LA RADIO (feat. Descemer Bueno & Zion &...	0.684
14709	14709	['Mississippi John Hurt']	Coffee Blues	0.611
9301	9301	['Brooks & Dunn']	Lost and Found	0.659
37230	37230	['SiR']	D'Evils	0.784
30952	30952	['Bad Bunny', 'Prince Royce', 'J Balvin', 'Mam...	Sensualidad	0.807
13237	13237	['Brian Johnson', 'Jonathan B. Wright', 'Gideo...	Touch Me - Original Broadway Cast Recording/2006	0.497
12663	12663	['Dimmu Borgir']	Puritania	0.303
38579	38579	['Juan Gabriel']	Querida	0.354
6657	6657	['Hieroglyphics']	Classic	0.829
29149	29149	['Anuel AA']	Reggaetonera	0.694
24834	24834	['Bazzi']	Myself	0.745
9352	9352	['The Prodigy']	Omen	0.545
21700	21700	['Britney Spears']	Womanizer	0.724
31618	31618	['Aventura']	Mi Niña Cambió	0.818
33622	33622	['Diana Krall']	Just The Way You Are	0.540
22540	22540	['Florida Georgia Line', 'Tim McGraw']	May We All	0.514
6614	6614	['The Andrews Sisters']	Boogie Woogie Bugle Boy - Remastered	0.618
27693	27693	['Eric Church']	These Boots	0.607
18988	18988	['Lucero']	Slow Dancing	0.512
19849	19849	['Beach House']	10 Mile Stereo	0.240
35453	35453	['Lil Uzi Vert']	POP	0.741
39763	39763	['Brad Mehldau']	When It Rains	0.375
22738	22738	['Jordan Davis']	Slow Dance In A Parking Lot	0.523
27789	27789	['MGMT']	Weekend Wars	0.549
26032	26032	['Cody Johnson']	Texas Kind of Way	0.622
11507	11507	['Glee Cast']	Halo / Walking On Sunshine (Glee Cast Version)	0.242
31070	31070	['XXXTENTACION']	Ex Bitch	0.835
11567	11567	['Prince Royce']	Tu y Yo	0.840
2982	2982	['Zac Brown Band']	Sic 'Em on a Chicken	0.758
31534	31534	['Big Tymers', 'Tateeze', 'Boo And Gotti']	Oh Yeah!	0.882
35046	35046	['A Boogie Wit da Hoodie']	D.T.B. (Interlude)	0.588
1435	1435	['The New Basement Tapes']	When I Get My Hands On You	0.906
35620	35620	['Project Pat', 'Namond Lumpkin']	Gorilla Pimp (feat. Namond Lumpkin)	0.888
12941	12941	['The Darkness']	Growing on Me	0.401
37710	37710	['Danny Elfman']	What's This? - From “The Nightmare Before Chri...	0.542
34729	34729	['Daughtry']	Battleships	0.490
7100	7100	['Beyoncé']	All I Could Do Was Cry	0.372
41244	41244	['Adele']	I Miss You	0.381
25484	25484	['Toby Keith', 'Willie Nelson']	Beer For My Horses	0.721
8559	8559	['Weezer']	Don't Let Go	0.376
16909	16909	['Lil Wayne']	Way Of Life	0.877
36566	36566	['Havana Brown', 'Pitbull']	We Run The Night	0.697
19719	19719	['Alicia Keys']	Distance and Time	0.450
34622	34622	['Barrington Levy']	Here I Come	0.582
31915	31915	['Justice', 'Simian']	We Are Your Friends - Justice Vs Simian	0.615
37212	37212	['SadBoyProlific', 'Aiko', 'Teqkoi']	Walk Away	0.564
23738	23738	['Elliott Yamin']	Wait for You	0.764
25934	25934	['The Pussycat Dolls']	I Hate This Part	0.756
30887	30887	['Arsenal Efectivo']	Platicame De Ti	0.763
6886	6886	['Kanye West']	Skit #2	0.731
